bstart,bend,receptor,protein,site,library,experiment,pdb,gpf,dpf,program,align,res,md,alt,cx,cy,cz,sx,sy,sz,flex,status
5398,5398,x1k6_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5399,5399,x1k6_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5400,5400,x1k6_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
5401,5401,xh2_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5402,5402,xh2_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5403,5403,xh2_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5404,5404,xmdEq_1B11fiv.pdbqt,PR,Exo_ChnA,CB_bb,27,1B11,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5405,5405,xmdEq_1BDL.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDL,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5406,5406,xmdEq_1BDQ.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDQ,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5407,5407,xmdEq_1HHP.pdbqt,PR,Exo_ChnA,CB_bb,27,1HHP,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5408,5408,xmdEq_1HII.pdbqt,PR,Exo_ChnA,CB_bb,27,1HII,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5409,5409,xmdEq_1HSI.pdbqt,PR,Exo_ChnA,CB_bb,27,1HSI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5410,5410,xmdEq_1IZI.pdbqt,PR,Exo_ChnA,CB_bb,27,1IZI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5411,5411,xmdEq_1MEU.pdbqt,PR,Exo_ChnA,CB_bb,27,1MEU,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5412,5412,xmdEq_1MSM.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSM,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5413,5413,xmdEq_1MSN.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSN,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5414,5414,xmdEq_1TW7.pdbqt,PR,Exo_ChnA,CB_bb,27,1TW7,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5415,5415,xmdEq_2AZ8.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ8,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5416,5416,xmdEq_2AZ9.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ9,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5417,5417,xmdEq_2AZC.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZC,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5418,5418,xmdEq_2FDD.pdbqt,PR,Exo_ChnA,CB_bb,27,2FDD,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5419,5419,xmdEq_2HC0.pdbqt,PR,Exo_ChnA,CB_bb,27,2HC0,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5420,5420,xmdEq_2R5P1c.pdbqt,PR,Exo_ChnA,CB_bb,27,2R5P,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5421,5421,xmdEq_4FIV.pdbqt,PR,Exo_ChnA,CB_bb,27,4FIV,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5422,5422,xmdEq_Model3X.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5423,5423,xmdEq_Model6Xapo.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5424,5424,x1k6_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5425,5425,x1k6_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5426,5426,x1k6_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
5427,5427,xh2_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5428,5428,xh2_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5429,5429,xh2_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
5430,5430,xmdEq_1B11fiv.pdbqt,PR,Exo_ChnA,CB_bb,27,1B11,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5431,5431,xmdEq_1BDL.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDL,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5432,5432,xmdEq_1BDQ.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDQ,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5433,5433,xmdEq_1HHP.pdbqt,PR,Exo_ChnA,CB_bb,27,1HHP,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5434,5434,xmdEq_1HII.pdbqt,PR,Exo_ChnA,CB_bb,27,1HII,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5435,5435,xmdEq_1HSI.pdbqt,PR,Exo_ChnA,CB_bb,27,1HSI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5436,5436,xmdEq_1IZI.pdbqt,PR,Exo_ChnA,CB_bb,27,1IZI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5437,5437,xmdEq_1MEU.pdbqt,PR,Exo_ChnA,CB_bb,27,1MEU,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5438,5438,xmdEq_1MSM.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSM,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5439,5439,xmdEq_1MSN.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSN,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5440,5440,xmdEq_1TW7.pdbqt,PR,Exo_ChnA,CB_bb,27,1TW7,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5441,5441,xmdEq_2AZ8.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ8,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5442,5442,xmdEq_2AZ9.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ9,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5443,5443,xmdEq_2AZC.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZC,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5444,5444,xmdEq_2FDD.pdbqt,PR,Exo_ChnA,CB_bb,27,2FDD,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5445,5445,xmdEq_2HC0.pdbqt,PR,Exo_ChnA,CB_bb,27,2HC0,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5446,5446,xmdEq_2R5P1c.pdbqt,PR,Exo_ChnA,CB_bb,27,2R5P,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5447,5447,xmdEq_4FIV.pdbqt,PR,Exo_ChnA,CB_bb,27,4FIV,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5448,5448,xmdEq_Model3X.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5449,5449,xmdEq_Model6Xapo.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5450,5450,x1k6_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5451,5451,x1k6_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5452,5452,x1k6_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
5453,5453,xh2_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5454,5454,xh2_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5455,5455,xh2_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
5456,5456,xmdEq_1B11fiv.pdbqt,PR,Exo_ChnA,CB_bb,27,1B11,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5457,5457,xmdEq_1BDL.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDL,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5458,5458,xmdEq_1BDQ.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDQ,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5459,5459,xmdEq_1HHP.pdbqt,PR,Exo_ChnA,CB_bb,27,1HHP,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5460,5460,xmdEq_1HII.pdbqt,PR,Exo_ChnA,CB_bb,27,1HII,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5461,5461,xmdEq_1HSI.pdbqt,PR,Exo_ChnA,CB_bb,27,1HSI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5462,5462,xmdEq_1IZI.pdbqt,PR,Exo_ChnA,CB_bb,27,1IZI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5463,5463,xmdEq_1MEU.pdbqt,PR,Exo_ChnA,CB_bb,27,1MEU,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5464,5464,xmdEq_1MSM.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSM,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5465,5465,xmdEq_1MSN.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSN,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5466,5466,xmdEq_1TW7.pdbqt,PR,Exo_ChnA,CB_bb,27,1TW7,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5467,5467,xmdEq_2AZ8.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ8,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5468,5468,xmdEq_2AZ9.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ9,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5469,5469,xmdEq_2AZC.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZC,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5470,5470,xmdEq_2FDD.pdbqt,PR,Exo_ChnA,CB_bb,27,2FDD,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5471,5471,xmdEq_2HC0.pdbqt,PR,Exo_ChnA,CB_bb,27,2HC0,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5472,5472,xmdEq_2R5P1c.pdbqt,PR,Exo_ChnA,CB_bb,27,2R5P,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5473,5473,xmdEq_4FIV.pdbqt,PR,Exo_ChnA,CB_bb,27,4FIV,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5474,5474,xmdEq_Model3X.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5475,5475,xmdEq_Model6Xapo.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5476,5476,x1k6_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5477,5477,x1k6_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5478,5478,x1k6_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
5479,5479,xh2_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5480,5480,xh2_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5481,5481,xh2_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
5482,5482,xmdEq_1B11fiv.pdbqt,PR,Exo_ChnA,CB_bb,27,1B11,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5483,5483,xmdEq_1BDL.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDL,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5484,5484,xmdEq_1BDQ.pdbqt,PR,Exo_ChnA,CB_bb,27,1BDQ,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5485,5485,xmdEq_1HHP.pdbqt,PR,Exo_ChnA,CB_bb,27,1HHP,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5486,5486,xmdEq_1HII.pdbqt,PR,Exo_ChnA,CB_bb,27,1HII,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5487,5487,xmdEq_1HSI.pdbqt,PR,Exo_ChnA,CB_bb,27,1HSI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5488,5488,xmdEq_1IZI.pdbqt,PR,Exo_ChnA,CB_bb,27,1IZI,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5489,5489,xmdEq_1MEU.pdbqt,PR,Exo_ChnA,CB_bb,27,1MEU,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5490,5490,xmdEq_1MSM.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSM,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5491,5491,xmdEq_1MSN.pdbqt,PR,Exo_ChnA,CB_bb,27,1MSN,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5492,5492,xmdEq_1TW7.pdbqt,PR,Exo_ChnA,CB_bb,27,1TW7,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5493,5493,xmdEq_2AZ8.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ8,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5494,5494,xmdEq_2AZ9.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZ9,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5495,5495,xmdEq_2AZC.pdbqt,PR,Exo_ChnA,CB_bb,27,2AZC,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5496,5496,xmdEq_2FDD.pdbqt,PR,Exo_ChnA,CB_bb,27,2FDD,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5497,5497,xmdEq_2HC0.pdbqt,PR,Exo_ChnA,CB_bb,27,2HC0,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5498,5498,xmdEq_2R5P1c.pdbqt,PR,Exo_ChnA,CB_bb,27,2R5P,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5499,5499,xmdEq_4FIV.pdbqt,PR,Exo_ChnA,CB_bb,27,4FIV,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5500,5500,xmdEq_Model3X.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5501,5501,xmdEq_Model6Xapo.pdbqt,PR,Exo_ChnA,CB_bb,27,DSTT,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5502,5502,x1k6_EqMD.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,EQ,none,0,0,0,0,0,0,none,R
5503,5503,x1k6_MIN.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,MIN,none,0,0,0,0,0,0,none,R
5504,5504,x1k6_xtal.pdbqt,PR,Exo_ChnA,CB_bb,27,1KZK,faah_ExpandedExo_4_Jan2009.gpf,faah_template_EndByGen_March09.dpf,AD,masterpr_ref.pdb,0.375,none,none,0,0,0,0,0,0,none,R
